0,87.3,51.69
0,80.94,50.94
0,77.66,50.38
0,83.83,49.88
0,85.3,49.63
0,84.81,49.75
0,79.99,49.69
0,78.59,49.69
0,86.79,50.75
0,86.79,51.69
0,82.38,51.56
0,77.66,50.75
0,74.03,49.88
0,70.95,49.06
0,68.38,48.31
0,66.29,47.75
0,65.06,47.38
0,63.85,46.94
0,67.96,46.5
0,71.38,46.06
0,73.58,46.13
0,70.52,46.31
0,72.7,45.75
0,74.03,45.19
0,73.58,45.31
0,78.59,45.75
0,84.81,45.88
0,91.9,46.25
0,84.32,47.88
0,79.52,48.44
0,83.34,48.88
0,80.47,48.81
0,88.81,48.38
0,99.4,48.69
0,99.95,49.63
0,113.88,50.94
0,125.86,53
0,113.88,54.44
0,110.27,55.5
0,105.6,55.56
0,113.27,55.88
0,111.47,55.5
0,91.38,54.75
0,84.32,53.94
0,84.81,53.31
0,89.83,52.88
0,94.53,52.5
0,94,52.5
0,90.86,52.63
0,88.3,52.06
0,88.3,51.63
0,84.32,50.94
0,85.8,50.44
0,88.3,50.31
0,87.3,51.19
0,83.83,52.44
0,98.85,53.44
0,100.51,54.75
0,95.6,55.56
0,98.3,56.31
0,96.67,58.5
0,92.42,60.19
0,88.3,59.56
0,85.3,58.69
0,96.13,57.56
0,123.91,56.56
0,134.56,56.06
0,120.71,57.44
0,113.88,58
0,107.92,57.88
0,114.49,57.5
0,115.1,57.31
0,112.07,56.75
0,120.07,56.13
0,120.71,56
0,115.71,55.88
0,115.71,55.5
0,111.47,55
0,107.33,54.63
0,101.62,54.63
0,95.6,54.19
0,94.53,53.94
0,94,53.38
0,88.81,52.56
0,86.79,51.94
0,83.34,51.31
0,81.9,50.94
0,79.99,50.63
0,78.12,50.38
0,76.28,50.06
0,80.94,49.69
0,107.33,49.5
0,113.88,50.06
0,112.07,51.5
0,109.09,52.31
0,102.18,52.31
0,100.51,51.81
0,106.17,51.38
0,98.3,50.75
0,94,50.38
0,91.9,49.81
0,87.8,49.25
0,85.8,48.69
0,84.32,48.25
0,83.34,47.94
0,85.3,47.56
0,82.38,47.31
0,81.42,46.94
0,80.47,46.75
0,80.94,46.94
0,81.42,47.38
0,81.9,47.56
0,84.81,47.38
0,92.42,47.19
0,90.86,46.88
0,89.32,46.44
0,85.3,45.81
0,83.34,45.5
0,81.9,45.19
0,82.38,44.88
0,84.32,45.31
0,89.83,47.5
0,88.81,48.63
0,87.8,48.38
0,93.47,47.88
0,96.67,47.56
0,96.13,47.56
0,106.17,50.31
0,99.95,51.31
0,97.21,51.06
0,108.5,53.25
0,103.88,54.13
0,99.95,55.38
0,98.3,56.5
0,105.02,56.31
0,132.51,56.88
0,118.19,57.19
0,110.87,56.63
0,101.62,55.63
0,95.6,55.06
0,90.86,54.44
0,94,53.94
0,100.51,53.69
0,103.31,55.06
0,99.4,56.06
0,103.88,57.13
0,113.88,57.06
0,120.07,57.06
0,115.71,57.06
0,120.71,57.75
0,119.44,57.75
0,115.1,57.19
0,110.27,56.44
0,113.88,56.13
0,121.34,55.88
0,125.2,55.69
0,131.84,55.44
0,137.32,55
0,126.51,54.31
0,115.1,53.44
0,103.88,52.81
0,98.85,52.38
0,95.06,52.06
0,91.9,51.44
0,88.81,50.69
0,87.3,50.19
0,84.81,49.69
0,82.86,49.13
0,82.38,48.75
0,80.94,48.56
0,79.99,48.38
0,77.2,47.94
0,76.28,47.69
0,131.16,44.94
0,149.53,44.81
0,141.54,44.63
0,95.6,43.31
0,92.42,43.19
0,93.47,43.13
0,88.81,43.13
0,85.8,42.94
0,84.32,42.75
0,82.86,42.69
0,79.99,42.56
0,79.52,42.44
0,84.81,42.31
0,86.79,42.19
0,102.88,51.94
0,125.66,54
0,114,51.44
0,110.3,56.4
0,102.6,55.55
0,114.27,55.98
0,110.65,55.6
0,92.63,55.47
0,89.3,53.4
0,80.5,54.2
0,90.6,52.38
0,125.6,53.5
